slot id,date from,date to,tags
623,2013-02-09,2013-02-16,benedykt xvi-tusk-papież-pis-polska-polityka-po-smoleńsk-abdykacja-kościół-kaczyński-palikot-ue-media-wirtualnemedia.pl-donald tusk-nowicka-sejm-rząd-dookoła wojtek
624,2013-02-12,2013-02-19,polityka-pis-benedykt xvi-tusk-papież-polska-po-media-abdykacja-kościół-kaczyński-smoleńsk-wirtualnemedia.pl-gospodarka-palikot-dookoła wojtek-społeczeństwo-donald tusk-historia-demografia
625,2013-02-15,2013-02-22,tusk-polityka-pis-po-polska-media-smoleńsk-kaczyński-kościół-dookoła wojtek-gospodarka-donald tusk-historia-rząd-papież-benedykt xvi-społeczeństwo-pakt fiskalny-ue-demografia
626,2013-02-18,2013-02-25,polityka-tusk-polska-po-pis-media-smoleńsk-palikot-kościół-gospodarka-dookoła wojtek-kwaśniewski-donald tusk-rząd-sld-kaczyński-lewica-historia-społeczeństwo-wirtualnemedia.pl
627,2013-02-21,2013-02-28,polityka-po-polska-tusk-pis-smoleńsk-palikot-media-kwaśniewski-lewica-kościół-donald tusk-sld-dookoła wojtek-gospodarka-miller-wirtualnemedia.pl-społeczeństwo-zamach-kaczyński
628,2013-02-24,2013-03-03,polityka-żołnierze wyklęci-polska-po-pis-smoleńsk-tusk-kościół-media-wirtualnemedia.pl-społeczeństwo-papież-dookoła wojtek-kaczyński-niemcy-katastrofa smoleńska-rosja-donald tusk-gospodarka-historia
629,2013-02-27,2013-03-06,polityka-po-żołnierze wyklęci-polska-tusk-pis-smoleńsk-wirtualnemedia.pl-wałęsa-historia-media-homoseksualizm-kościół-donald tusk-gowin-katastrofa smoleńska-religia-społeczeństwo-papież-związki partnerskie
630,2013-03-02,2013-03-09,polityka-tusk-po-pis-kaczyński-polska-smoleńsk-wirtualnemedia.pl-media-wałęsa-gliński-homoseksualizm-sejm-żołnierze wyklęci-historia-dookoła wojtek-religia-rząd-tablet-gowin
631,2013-03-05,2013-03-12,polityka-pis-kaczyński-tusk-po-polska-smoleńsk-gliński-media-wirtualnemedia.pl-sejm-szczaw-po-po-homoseksualizm-dookoła wojtek-rząd-tablet-wotum nieufności-wałęsa-niesiołowski
632,2013-03-08,2013-03-15,polityka-papież-pis-tusk-konklawe-po-kaczyński-polska-media-franciszek-gliński-smoleńsk-kościół-prawo-watykan-religia-sejm-dookoła wojtek-katastrofa smoleńska-szczaw
633,2013-03-11,2013-03-18,papież-polityka-tusk-po-pis-konklawe-franciszek-polska-kościół-media-watykan-religia-papież franciszek-wirtualnemedia.pl-kultura-platforma oburzonych-wiara-dookoła wojtek-kaczyński-kukiz
634,2013-03-14,2013-03-21,papież-franciszek-cypr-polityka-tusk-polska-po-pis-religia-media-kościół-ue-konklawe-papież franciszek-watykan-smoleńsk-platforma oburzonych-rosja-kryzys-kukiz
635,2013-03-17,2013-03-24,cypr-polityka-polska-pis-smoleńsk-tusk-religia-po-media-sikorski-papież-rosja-ue-kościół-franciszek-kryzys-duda-wirtualnemedia.pl-platforma oburzonych-niemcy
636,2013-03-20,2013-03-27,polityka-polska-cypr-tusk-pis-po-smoleńsk-religia-papież-media-sikorski-kryzys-ue-wirtualnemedia.pl-kościół-piłka nożna-palikot-sejm-duda-niemcy
637,2013-03-23,2013-03-30,polska-polityka-tusk-cypr-pis-smoleńsk-po-religia-kościół-kryzys-piłka nożna-wirtualnemedia.pl-papież-media-niemcy-rząd-wielkanoc-ue-euro-kaczyński
638,2013-03-26,2013-04-02,wielkanoc-polska-tusk-polityka-smoleńsk-pis-po-kościół-życzenia-cypr-rząd-święta-religia-zmartwychwstanie-wirtualnemedia.pl-niemcy-rosja-ofe-jezus-kryzys
639,2013-03-29,2013-04-05,wielkanoc-smoleńsk-polityka-polska-tusk-po-pis-wirtualnemedia.pl-życzenia-święta-zmartwychwstanie-katastrofa smoleńska-ofe-rząd-media-cypr-usa-rosja-kościół-chiny
640,2013-04-01,2013-04-08,smoleńsk-polityka-tusk-polska-po-pis-katastrofa smoleńska-wirtualnemedia.pl-rosja-donald tusk-media-kaczyński-niemcy-historia-kościół-ofe-homoseksualizm-usa-wiosna-dookoła wojtek
641,2013-04-04,2013-04-11,smoleńsk-katastrofa smoleńska-polityka-polska-tusk-pis-po-rosja-katastrofa-wirtualnemedia.pl-kaczyński-media-zamach-macierewicz-rocznica-dookoła wojtek-donald tusk-film-anatomia upadku-lech kaczyński
642,2013-04-07,2013-04-14,smoleńsk-katastrofa smoleńska-polityka-polska-tusk-pis-macierewicz-rosja-katastrofa-po-kaczyński-zamach-rocznica-dookoła wojtek-media-sld-wirtualnemedia.pl-nigeria-film-społeczeństwo
643,2013-04-10,2013-04-17,smoleńsk-katastrofa smoleńska-polityka-polska-tusk-pis-macierewicz-kaczyński-po-zamach-katastrofa-rosja-media-nigeria-rocznica-antoni macierewicz-europa plus-społeczeństwo-dookoła wojtek-kwaśniewski
644,2013-04-13,2013-04-20,smoleńsk-polska-polityka-pis-tusk-po-katastrofa smoleńska-media-macierewicz-kaczyński-dookoła wojtek-zamach-historia-rosja-europa plus-usa-boston-kwaśniewski-terroryzm-niemcy
645,2013-04-16,2013-04-23,smoleńsk-pis-polska-polityka-po-tusk-media-dookoła wojtek-terroryzm-rosja-wybory-boston-zamach-usa-kaczyński-katastrofa smoleńska-macierewicz-historia-salon24-wirtualnemedia.pl
646,2013-04-19,2013-04-26,pis-polska-po-polityka-smoleńsk-tusk-wybory-media-dookoła wojtek-wirtualnemedia.pl-pilne-rybnik-rząd-rosja-zamach-terroryzm-kaczyński-katastrofa smoleńska-usa-salon24
647,2013-04-22,2013-04-29,sawicka-po-pis-polska-polityka-smoleńsk-cba-wirtualnemedia.pl-tusk-dookoła wojtek-media-wybory-korupcja-polityka obyczaje logika-sąd-rybnik-rosja-pilne-psl-kaczyński
648,2013-04-25,2013-05-02,sawicka-polityka-po-polska-gowin-tusk-wirtualnemedia.pl-cba-pis-smoleńsk-korupcja-media-sąd-polityka obyczaje logika-prawo-dookoła wojtek-beata sawicka-rosja-donald tusk-kościół
649,2013-04-28,2013-05-05,polityka-seawolf-polska-orzeł może-po-gowin-tusk-wirtualnemedia.pl-orzeł-pis-komorowski-sawicka-3 maja-media-smoleńsk-gazeta wyborcza-prawo-donald tusk-historia-prezydent
650,2013-05-01,2013-05-08,polityka-seawolf-polska-orzeł może-po-pis-tusk-komorowski-smoleńsk-wirtualnemedia.pl-media-orzeł-3 maja-katastrofa smoleńska-patriotyzm-gazeta wyborcza-kaczyński-prezydent-historia-kultura
651,2013-05-04,2013-05-11,polityka-smoleńsk-pis-po-polska-katastrofa smoleńska-tusk-media-wirtualnemedia.pl-historia-kaczyński-orzeł może-rogalski-niemcy-rosja-tv republika-polityka obyczaje logika-izrael-usa-sld
652,2013-05-07,2013-05-14,polityka-pis-po-smoleńsk-polska-tusk-kaczyński-katastrofa smoleńska-historia-niemcy-media-rosja-wirtualnemedia.pl-sld-społeczeństwo-wszechświat-polityka obyczaje logika-rogalski-platforma obywatelska-jarosław kaczyński
653,2013-05-10,2013-05-17,polityka-po-pis-polska-tusk-wirtualnemedia.pl-smoleńsk-kaczyński-media-sld-katastrofa smoleńska-rosja-historia-sejm-wybory-niemcy-prawo-przemyk-pilne-jarosław kaczyński
654,2013-05-13,2013-05-20,polityka-pis-polska-po-tusk-wirtualnemedia.pl-media-smoleńsk-sld-kaczyński-rosja-katastrofa smoleńska-jarosław kaczyński-niemcy-donald tusk-wybory-przemyk-prawo-sejm-jarosław kaczyński
655,2013-05-16,2013-05-23,polityka-pis-polska-po-tusk-wirtualnemedia.pl-media-smoleńsk-rosja-kaczyński-katastrofa smoleńska-wałęsa-niemcy-solidarność-wybory-donald tusk-monetopedia-usa-gazeta wyborcza-społeczeństwo
656,2013-05-19,2013-05-26,polityka-pis-po-polska-wirtualnemedia.pl-tusk-media-smoleńsk-kaczyński-wałęsa-marsz szmat-historia-niemcy-prawo-katastrofa smoleńska-kultura-społeczeństwo-islam-europa-pawłowicz
657,2013-05-22,2013-05-29,po-pis-polityka-polska-tusk-media-smoleńsk-gowin-faszyzm-wirtualnemedia.pl-islam-katastrofa smoleńska-wybory-historia-kaczyński-marsz szmat-europa-niemcy-michnik-pawłowicz
658,2013-05-25,2013-06-01,po-polska-pis-polityka-smoleńsk-tusk-wirtualnemedia.pl-media-faszyzm-gowin-wybory-kościół-rosja-katastrofa smoleńska-gazeta wyborcza-islam-elita-historia-donald tusk-polityka obyczaje logika
659,2013-05-28,2013-06-04,po-pis-polska-wipler-polityka-wirtualnemedia.pl-tusk-kościół-smoleńsk-media-elita-wybory-katastrofa smoleńska-donald tusk-islam-warszawa-polityka obyczaje logika-rosja-bezrobocie-komorowski
660,2013-05-31,2013-06-07,pis-wipler-po-polityka-polska-wirtualnemedia.pl-tusk-wybory-kościół-4 czerwca-media-pilne-przemysław wipler-historia-tusk arabski klich lasek michnik-elita-komorowski-społeczeństwo-donald tusk-smoleńsk
661,2013-06-03,2013-06-10,pis-wipler-polityka-po-polska-wirtualnemedia.pl-tusk-media-wybory-4 czerwca-przemysław wipler-rosja-społeczeństwo-elita-kaczyński-historia-ruch narodowy-fibak-republikanie-gospodarka
662,2013-06-06,2013-06-13,pis-po-polityka-polska-tusk-wirtualnemedia.pl-ruch narodowy-media-warszawa-sld-smoleńsk-kaczyński-rosja-elita-społeczeństwo-rząd-prawica-niemcy-wipler-demokracja
663,2013-06-09,2013-06-16,pis-po-polityka-polska-tusk-warszawa-ruch narodowy-wirtualnemedia.pl-media-rokita-kaczyński-smoleńsk-demokracja-wgf2013-donald tusk-sld-europa-rosja-ue-referendum
664,2013-06-12,2013-06-19,po-pis-polityka-polska-tusk-media-rokita-wirtualnemedia.pl-warszawa-kaczyński-europa-smoleńsk-demokracja-donald tusk-wgf2013-społeczeństwo-historia-referendum-niemcy-jarosław kaczyński
665,2013-06-15,2013-06-22,po-polityka-polska-pis-niemcy-tusk-historia-film-wirtualnemedia.pl-media-donald tusk-warszawa-smoleńsk-społeczeństwo-kaczyński-wybory-ue-platforma obywatelska-polacy-nasze matki nasi ojcowie
666,2013-06-18,2013-06-25,polityka-po-niemcy-polska-tusk-historia-elbląg-pis-film-bauman-media-smoleńsk-wybory-warszawa-społeczeństwo-kaczyński-salon24-donald tusk-notujemy-kultura
667,2013-06-21,2013-06-28,polityka-po-tusk-bauman-elbląg-polska-smoleńsk-niemcy-pis-historia-wybory-media-warszawa-katastrofa smoleńska-salon24-społeczeństwo-kultura-ofe-notujemy-kaczyński
668,2013-06-24,2013-07-01,po-polityka-tusk-bauman-smoleńsk-elbląg-wybory-pis-polska-ofe-salon24-katastrofa smoleńska-gpw-notowania-biznesradar.pl-historia-warszawa-niemcy-policja-polityka obyczaje logika
669,2013-06-27,2013-07-04,salon24-polityka-po-smoleńsk-tusk-katastrofa smoleńska-pis-biznesradar.pl-gpw-notowania-historia-polska-ofe-trotyl-npw-gowin-bauman-poezja-media-tusk arabski klich lasek michnik
670,2013-06-30,2013-07-06,salon24-polska-biznesradar.pl-gpw-notowania-tusk arabski klich lasek michnik-rynek usług pocztowych-społeczeństwo-historia-neurotyzm-energetyka-rocznica-polityka-wielkie tradycje-kultura-mariusz szczygieł-nauka-terroryzm-książka-układ słoneczny
671,2013-07-03,2013-07-06,egipt-elektryczny kosmos-facebook-gowin-grabarczyk-homo-homofobia-idziemy naprzód?-intercity-kaczyński-korporacja-neurotyzm-nowak-pendolino-psychologia-układ słoneczny
